"","Uniprot_InteractorA","Uniprot_InteractorB","Confidence.value.s.","InteractorA","InteractorB"
"14398","uniprotkb:Q06440","uniprotkb:P53252","intact-miscore:0.40","YLR429W","YGR086C"
"14399","uniprotkb:Q06440","uniprotkb:P47035","intact-miscore:0.40","YLR429W","YJL076W"
"14400","uniprotkb:Q99207","uniprotkb:Q06440","intact-miscore:0.40","YDL148C","YLR429W"
"14401","uniprotkb:Q06440","uniprotkb:Q99216","intact-miscore:0.40","YLR429W","YOR145C"
"14402","uniprotkb:P20606","uniprotkb:Q06440","intact-miscore:0.40","YPL218W","YLR429W"
"14403","uniprotkb:Q03973","uniprotkb:Q06440","intact-miscore:0.40","YDR174W","YLR429W"
"14404","uniprotkb:Q12230","uniprotkb:Q06440","intact-miscore:0.40","YPL004C","YLR429W"
"14405","uniprotkb:P40513","uniprotkb:Q06440","intact-miscore:0.40","YIL070C","YLR429W"
"14406","uniprotkb:P39743","uniprotkb:Q06440","intact-miscore:0.40","YDR388W","YLR429W"
"14407","uniprotkb:P25343","uniprotkb:Q06440","intact-miscore:0.40","YCR009C","YLR429W"
"14408","uniprotkb:Q06440","uniprotkb:Q06705","intact-miscore:0.40","YLR429W","YLR380W"
"14409","uniprotkb:P07267","uniprotkb:P38845","intact-miscore:0.69","YPL154C","YHR146W"
"14410","uniprotkb:P38845","uniprotkb:P00729","intact-miscore:0.56","YHR146W","YMR297W"
"14411","uniprotkb:P25046","uniprotkb:P33308","intact-miscore:0.56","YBL093C","YNR010W"
"14412","uniprotkb:P53274","uniprotkb:P25651","intact-miscore:0.40","YGR126W","YCR086W"
"14413","uniprotkb:Q07825","uniprotkb:P25651","intact-miscore:0.40","YLL029W","YCR086W"
"14414","uniprotkb:P25651","uniprotkb:P39743","intact-miscore:0.40","YCR086W","YDR388W"
"14415","uniprotkb:P33302","uniprotkb:Q04659","intact-miscore:0.40","YOR153W","YMR048W"
"14416","uniprotkb:Q04659","uniprotkb:P40364","intact-miscore:0.44","YMR048W","YJL066C"
"14417","uniprotkb:P35178","uniprotkb:Q04659","intact-miscore:0.40","YDR087C","YMR048W"
"14418","uniprotkb:Q04659","uniprotkb:P53281","intact-miscore:0.40","YMR048W","YGR136W"
"14419","uniprotkb:Q04659","uniprotkb:P46655","intact-miscore:0.40","YMR048W","YGL245W"
"14420","uniprotkb:Q04659","uniprotkb:P53130","intact-miscore:0.40","YMR048W","YGL121C"
"14421","uniprotkb:P0C2J7","uniprotkb:Q04659","intact-miscore:0.40","YHL009W-B","YMR048W"
"14422","uniprotkb:Q12512","uniprotkb:Q04659","intact-miscore:0.44","YOL154W","YMR048W"
"14423","uniprotkb:Q04659","uniprotkb:P09733","intact-miscore:0.40","YMR048W","YML085C"
"14424","uniprotkb:P47130","uniprotkb:Q12159","intact-miscore:0.40","YJR084W","YDR381W"
"14425","uniprotkb:P47130","uniprotkb:P39015","intact-miscore:0.40","YJR084W","YLR150W"
"14426","uniprotkb:P47130","uniprotkb:P53274","intact-miscore:0.40","YJR084W","YGR126W"
"14427","uniprotkb:Q04368","uniprotkb:Q03981","intact-miscore:0.83","YMR025W","YDR179C"
"14428","uniprotkb:Q03981","uniprotkb:P52286","intact-miscore:0.40","YDR179C","YDR328C"
"14429","uniprotkb:Q03981","uniprotkb:Q12468","intact-miscore:0.56","YDR179C","YDL216C"
"14430","uniprotkb:Q03981","uniprotkb:Q12348","intact-miscore:0.56","YDR179C","YOL117W"
"14431","uniprotkb:Q03981","uniprotkb:P39723","intact-miscore:0.40","YDR179C","YAL047C"
"14432","uniprotkb:Q12250","uniprotkb:Q03981","intact-miscore:0.81","YDL147W","YDR179C"
"14433","uniprotkb:P40535","uniprotkb:Q03973","intact-miscore:0.44","YIL036W","YDR174W"
"14434","uniprotkb:P40535","uniprotkb:P40513","intact-miscore:0.40","YIL036W","YIL070C"
"14435","uniprotkb:P53943","uniprotkb:P49956","intact-miscore:0.44","YNL065W","YMR078C"
"14436","uniprotkb:Q06162","uniprotkb:Q02732","intact-miscore:0.40","YLR315W","YPL018W"
"14437","uniprotkb:Q02732","uniprotkb:P38313","intact-miscore:0.40","YPL018W","YBR211C"
"14438","uniprotkb:P39743","uniprotkb:Q12748","intact-miscore:0.40","YDR388W","YLR381W"
"14439","uniprotkb:Q12748","uniprotkb:P53298","intact-miscore:0.61","YLR381W","YGR179C"
"14440","uniprotkb:Q12159","uniprotkb:P46962","intact-miscore:0.40","YDR381W","YJL006C"
"14441","uniprotkb:P46962","uniprotkb:P25555","intact-miscore:0.40","YJL006C","YCL011C"
"14442","uniprotkb:Q12159","uniprotkb:P46963","intact-miscore:0.40","YDR381W","YML112W"
"14443","uniprotkb:Q06697","uniprotkb:P89105","intact-miscore:0.67","YLR418C","YOL145C"
"14444","uniprotkb:P06104","uniprotkb:Q04201","intact-miscore:0.44","YGL058W","YML101C"
"14445","uniprotkb:P15315","uniprotkb:Q12159","intact-miscore:0.40","YGL166W","YDR381W"
"14446","uniprotkb:P32500","uniprotkb:P41817","intact-miscore:0.44","YML031W","YPL177C"
"14447","uniprotkb:Q02554","uniprotkb:P39015","intact-miscore:0.40","YMR240C","YLR150W"
"14448","uniprotkb:Q12159","uniprotkb:Q02554","intact-miscore:0.40","YDR381W","YMR240C"
"14449","uniprotkb:Q06440","uniprotkb:Q02554","intact-miscore:0.40","YLR429W","YMR240C"
"14450","uniprotkb:Q02554","uniprotkb:P43321","intact-miscore:0.56","YMR240C","YLR147C"
"14451","uniprotkb:Q02260","uniprotkb:Q02554","intact-miscore:0.40","YGR074W","YMR240C"
"14452","uniprotkb:Q02554","uniprotkb:Q06217","intact-miscore:0.40","YMR240C","YLR275W"
"14453","uniprotkb:Q02554","uniprotkb:P40018","intact-miscore:0.56","YMR240C","YER029C"
"14454","uniprotkb:Q12275","uniprotkb:Q02554","intact-miscore:0.40","YOR093C","YMR240C"
"14455","uniprotkb:Q04693","uniprotkb:Q02554","intact-miscore:0.74","YML049C","YMR240C"
"14456","uniprotkb:Q02554","uniprotkb:Q07350","intact-miscore:0.67","YMR240C","YDL043C"
"14457","uniprotkb:P32524","uniprotkb:Q02554","intact-miscore:0.56","YJL203W","YMR240C"
"14458","uniprotkb:Q12527","uniprotkb:Q12092","intact-miscore:0.56","YPR049C","YPL166W"
"14459","uniprotkb:Q12527","uniprotkb:P07703","intact-miscore:0.40","YPR049C","YPR110C"
"14460","uniprotkb:Q12527","uniprotkb:P28000","intact-miscore:0.40","YPR049C","YNL113W"
"14461","uniprotkb:P50106","uniprotkb:Q12527","intact-miscore:0.40","YDR156W","YPR049C"
"14462","uniprotkb:Q12527","uniprotkb:P34730","intact-miscore:0.40","YPR049C","YDR099W"
"14463","uniprotkb:Q12527","uniprotkb:P38265","intact-miscore:0.40","YPR049C","YBR107C"
"14464","uniprotkb:Q03375","uniprotkb:Q02554","intact-miscore:0.40","YDR482C","YMR240C"
"14465","uniprotkb:P36100","uniprotkb:P43497","intact-miscore:0.40","YKL028W","YKL096W-A"
"14466","uniprotkb:Q03954","uniprotkb:Q12248","intact-miscore:0.56","YDR201W","YDR016C"
"14467","uniprotkb:Q12248","uniprotkb:P36131","intact-miscore:0.56","YDR016C","YKR037C"
"14468","uniprotkb:Q6B0Y7","uniprotkb:P36162","intact-miscore:0.40","YMR075C-A","YKR083C"
"14469","uniprotkb:P46655","uniprotkb:P36162","intact-miscore:0.40","YGL245W","YKR083C"
"14470","uniprotkb:P69850","uniprotkb:P36162","intact-miscore:0.44","YBR233W-A","YKR083C"
"14471","uniprotkb:P36162","uniprotkb:P53267","intact-miscore:0.57","YKR083C","YGR113W"
"14472","uniprotkb:P36162","uniprotkb:P29478","intact-miscore:0.40","YKR083C","YML105C"
"14473","uniprotkb:P07246","uniprotkb:P36162","intact-miscore:0.40","YMR083W","YKR083C"
"14474","uniprotkb:P36162","uniprotkb:P25694","intact-miscore:0.40","YKR083C","YDL126C"
"14475","uniprotkb:P69851","uniprotkb:Q12374","intact-miscore:0.40","YDR320C-A","YPR155C"
"14476","uniprotkb:P69851","uniprotkb:P53168","intact-miscore:0.40","YDR320C-A","YGL061C"
"14477","uniprotkb:P69851","uniprotkb:P53267","intact-miscore:0.40","YDR320C-A","YGR113W"
"14478","uniprotkb:P69851","uniprotkb:P36131","intact-miscore:0.40","YDR320C-A","YKR037C"
"14479","uniprotkb:P69851","uniprotkb:Q03954","intact-miscore:0.40","YDR320C-A","YDR201W"
"14480","uniprotkb:P36143","uniprotkb:Q12091","intact-miscore:0.44","YKR058W","YPL170W"
"14481","uniprotkb:P35178","uniprotkb:Q12091","intact-miscore:0.40","YDR087C","YPL170W"
"14482","uniprotkb:P39743","uniprotkb:P32325","intact-miscore:0.40","YDR388W","YDR052C"
"14483","uniprotkb:P61830","uniprotkb:P32325","intact-miscore:0.40","YBR010W","YDR052C"
"14484","uniprotkb:P04912","uniprotkb:P32325","intact-miscore:0.40","YBL003C","YDR052C"
"14485","uniprotkb:P46655","uniprotkb:Q12389","intact-miscore:0.40","YGL245W","YDL031W"
"14486","uniprotkb:Q12389","uniprotkb:P38850","intact-miscore:0.44","YDL031W","YHR154W"
"14487","uniprotkb:P39743","uniprotkb:Q12389","intact-miscore:0.40","YDR388W","YDL031W"
"14488","uniprotkb:P33322","uniprotkb:P20447","intact-miscore:0.59","YLR175W","YGL078C"
"14489","uniprotkb:P20447","uniprotkb:Q6Q547","intact-miscore:0.40","YGL078C","YHR072W-A"
"14490","uniprotkb:P32495","uniprotkb:P20447","intact-miscore:0.59","YDL208W","YGL078C"
"14491","uniprotkb:P42846","uniprotkb:P20447","intact-miscore:0.40","YNL308C","YGL078C"
"14492","uniprotkb:Q12460","uniprotkb:P20447","intact-miscore:0.59","YLR197W","YGL078C"
"14493","uniprotkb:P20447","uniprotkb:P39990","intact-miscore:0.40","YGL078C","YEL026W"
"14494","uniprotkb:P25586","uniprotkb:P20447","intact-miscore:0.40","YCL059C","YGL078C"
"14495","uniprotkb:P15646","uniprotkb:P20447","intact-miscore:0.59","YDL014W","YGL078C"
"14496","uniprotkb:P36120","uniprotkb:Q12159","intact-miscore:0.40","YKR024C","YDR381W"
"14497","uniprotkb:P36120","uniprotkb:P15646","intact-miscore:0.40","YKR024C","YDL014W"
"14498","uniprotkb:P36160","uniprotkb:P36120","intact-miscore:0.56","YKR081C","YKR024C"
"14499","uniprotkb:P40991","uniprotkb:P36120","intact-miscore:0.40","YNL061W","YKR024C"
"14500","uniprotkb:Q05022","uniprotkb:P36120","intact-miscore:0.59","YMR229C","YKR024C"
"14501","uniprotkb:P25559","uniprotkb:P49956","intact-miscore:0.56","YCL016C","YMR078C"
"14502","uniprotkb:P36120","uniprotkb:Q08746","intact-miscore:0.40","YKR024C","YOR294W"
"14503","uniprotkb:P25559","uniprotkb:P46151","intact-miscore:0.40","YCL016C","YPL023C"
"14504","uniprotkb:Q12224","uniprotkb:P53550","intact-miscore:0.40","YPL089C","YNL118C"
"14505","uniprotkb:P53550","uniprotkb:P53163","intact-miscore:0.40","YNL118C","YGL068W"
"14506","uniprotkb:P40208","uniprotkb:Q12508","intact-miscore:0.56","YMR135C","YDR255C"
"14507","uniprotkb:P40208","uniprotkb:P38263","intact-miscore:0.40","YMR135C","YBR105C"
"14508","uniprotkb:P40547","uniprotkb:P40208","intact-miscore:0.56","YIL017C","YMR135C"
"14509","uniprotkb:P28240","uniprotkb:Q06151","intact-miscore:0.40","YER065C","YLR270W"
"14510","uniprotkb:P47035","uniprotkb:Q12123","intact-miscore:0.40","YJL076W","YOR173W"
"14511","uniprotkb:P18899","uniprotkb:P39015","intact-miscore:0.40","YMR173W","YLR150W"
"14512","uniprotkb:Q12165","uniprotkb:P18899","intact-miscore:0.40","YDL004W","YMR173W"
"14513","uniprotkb:P18899","uniprotkb:O94742","intact-miscore:0.40","YMR173W","YDR363W-A"
"14514","uniprotkb:Q03254","uniprotkb:P18899","intact-miscore:0.44","YMR277W","YMR173W"
"14515","uniprotkb:Q02931","uniprotkb:P18899","intact-miscore:0.40","YPL126W","YMR173W"
"14516","uniprotkb:P18899","uniprotkb:Q03714","intact-miscore:0.40","YMR173W","YML029W"
"14517","uniprotkb:P53141","uniprotkb:P18899","intact-miscore:0.40","YGL106W","YMR173W"
"14518","uniprotkb:P18899","uniprotkb:Q04487","intact-miscore:0.44","YMR173W","YMR118C"
"14519","uniprotkb:P18899","uniprotkb:P21954","intact-miscore:0.44","YMR173W","YDL066W"
"14520","uniprotkb:P18899","uniprotkb:Q08245","intact-miscore:0.44","YMR173W","YOL109W"
"14521","uniprotkb:Q08208","uniprotkb:P36009","intact-miscore:0.40","YOL041C","YKL078W"
"14522","uniprotkb:P33322","uniprotkb:P36009","intact-miscore:0.40","YLR175W","YKL078W"
"14523","uniprotkb:Q08491","uniprotkb:Q08162","intact-miscore:0.67","YOR076C","YOL021C"
"14524","uniprotkb:P15108","uniprotkb:Q03373","intact-miscore:0.56","YMR186W","YDR480W"
"14525","uniprotkb:Q03373","uniprotkb:P46655","intact-miscore:0.40","YDR480W","YGL245W"
"14526","uniprotkb:Q08162","uniprotkb:P53725","intact-miscore:0.40","YOL021C","YNR024W"
"14527","uniprotkb:Q08162","uniprotkb:Q12277","intact-miscore:0.76","YOL021C","YDL111C"
"14528","uniprotkb:P25359","uniprotkb:Q08162","intact-miscore:0.67","YCR035C","YOL021C"
"14529","uniprotkb:P04051","uniprotkb:Q08162","intact-miscore:0.40","YOR116C","YOL021C"
"14530","uniprotkb:Q05636","uniprotkb:Q08162","intact-miscore:0.76","YDR280W","YOL021C"
"14531","uniprotkb:Q08162","uniprotkb:P32349","intact-miscore:0.40","YOL021C","YPR190C"
"14532","uniprotkb:P20435","uniprotkb:Q08162","intact-miscore:0.40","YPR187W","YOL021C"
"14533","uniprotkb:Q12149","uniprotkb:Q08162","intact-miscore:0.76","YOR001W","YOL021C"
"14534","uniprotkb:P25441","uniprotkb:Q08162","intact-miscore:0.40","YDL150W","YOL021C"
"14535","uniprotkb:Q08162","uniprotkb:P17890","intact-miscore:0.40","YOL021C","YNL151C"
"14536","uniprotkb:P47076","uniprotkb:Q08162","intact-miscore:0.40","YJL011C","YOL021C"
"14537","uniprotkb:P07703","uniprotkb:Q08162","intact-miscore:0.40","YPR110C","YOL021C"
"14538","uniprotkb:Q04307","uniprotkb:Q08162","intact-miscore:0.40","YDR045C","YOL021C"
"14539","uniprotkb:Q08162","uniprotkb:P36121","intact-miscore:0.40","YOL021C","YKR025W"
"14540","uniprotkb:P32445","uniprotkb:P38859","intact-miscore:0.40","YCR028C-A","YHR164C"
"14541","uniprotkb:P25453","uniprotkb:P32829","intact-miscore:0.44","YER179W","YMR224C"
"14542","uniprotkb:P38859","uniprotkb:P26754","intact-miscore:0.44","YHR164C","YNL312W"
"14543","uniprotkb:P38903","uniprotkb:P54861","intact-miscore:0.44","YOR014W","YLL001W"
"14544","uniprotkb:P36100","uniprotkb:P32571","intact-miscore:0.40","YKL028W","YDR069C"
"14545","uniprotkb:P32622","uniprotkb:P32571","intact-miscore:0.40","YEL041W","YDR069C"
"14546","uniprotkb:Q08550","uniprotkb:P32571","intact-miscore:0.40","YOR177C","YDR069C"
"14547","uniprotkb:P47082","uniprotkb:P32571","intact-miscore:0.44","YJR001W","YDR069C"
"14548","uniprotkb:Q04089","uniprotkb:P40485","intact-miscore:0.40","YDR440W","YIL105C"
"14549","uniprotkb:Q02642","uniprotkb:Q03921","intact-miscore:0.40","YPL037C","YDR141C"
"14550","uniprotkb:Q06440","uniprotkb:Q04089","intact-miscore:0.40","YLR429W","YDR440W"
"14551","uniprotkb:Q12159","uniprotkb:Q04089","intact-miscore:0.40","YDR381W","YDR440W"
"14552","uniprotkb:Q08746","uniprotkb:Q04089","intact-miscore:0.40","YOR294W","YDR440W"
"14553","uniprotkb:P50942","uniprotkb:Q04089","intact-miscore:0.40","YNL106C","YDR440W"
"14554","uniprotkb:P40059","uniprotkb:P53935","intact-miscore:0.44","YER088C","YNL091W"
"14555","uniprotkb:Q06704","uniprotkb:Q04089","intact-miscore:0.40","YLR309C","YDR440W"
"14556","uniprotkb:P24482","uniprotkb:P25344","intact-miscore:0.40","YPR175W","YCL032W"
"14557","uniprotkb:P39015","uniprotkb:P24482","intact-miscore:0.40","YLR150W","YPR175W"
"14558","uniprotkb:P54791","uniprotkb:P24482","intact-miscore:0.40","YPR162C","YPR175W"
"14559","uniprotkb:P24482","uniprotkb:P53274","intact-miscore:0.40","YPR175W","YGR126W"
"14560","uniprotkb:P24482","uniprotkb:P39936","intact-miscore:0.40","YPR175W","YGL049C"
"14561","uniprotkb:Q12080","uniprotkb:P24482","intact-miscore:0.40","YPL146C","YPR175W"
"14562","uniprotkb:P24482","uniprotkb:Q08208","intact-miscore:0.40","YPR175W","YOL041C"
"14563","uniprotkb:P24482","uniprotkb:P38828","intact-miscore:0.40","YPR175W","YHR121W"
"14564","uniprotkb:P24482","uniprotkb:Q04603","intact-miscore:0.77","YPR175W","YDR121W"
"14565","uniprotkb:Q12000","uniprotkb:P24482","intact-miscore:0.40","YOR091W","YPR175W"
"14566","uniprotkb:P24482","uniprotkb:Q07362","intact-miscore:0.40","YPR175W","YDL053C"
"14567","uniprotkb:P36037","uniprotkb:P24482","intact-miscore:0.40","YKL213C","YPR175W"
"14568","uniprotkb:P54784","uniprotkb:P24482","intact-miscore:0.40","YML065W","YPR175W"
"14569","uniprotkb:P24482","uniprotkb:P53254","intact-miscore:0.40","YPR175W","YGR090W"
"14570","uniprotkb:P14066","uniprotkb:P24482","intact-miscore:0.40","YDL069C","YPR175W"
"14571","uniprotkb:Q03465","uniprotkb:P24482","intact-miscore:0.44","YDL020C","YPR175W"
"14572","uniprotkb:P06103","uniprotkb:P24482","intact-miscore:0.40","YOR361C","YPR175W"
"14573","uniprotkb:Q12754","uniprotkb:P24482","intact-miscore:0.40","YPL012W","YPR175W"
"14574","uniprotkb:P24482","uniprotkb:P38300","intact-miscore:0.44","YPR175W","YBR185C"
"14575","uniprotkb:P50095","uniprotkb:P24482","intact-miscore:0.56","YLR432W","YPR175W"
"14576","uniprotkb:P24482","uniprotkb:P20448","intact-miscore:0.40","YPR175W","YJL033W"
"14577","uniprotkb:P24482","uniprotkb:Q03973","intact-miscore:0.40","YPR175W","YDR174W"
"14578","uniprotkb:P24482","uniprotkb:P07264","intact-miscore:0.40","YPR175W","YGL009C"
"14579","uniprotkb:P25344","uniprotkb:P27344","intact-miscore:0.40","YCL032W","YBR278W"
"14580","uniprotkb:Q12159","uniprotkb:P27344","intact-miscore:0.40","YDR381W","YBR278W"
"14581","uniprotkb:P27344","uniprotkb:P32829","intact-miscore:0.40","YBR278W","YMR224C"
"14582","uniprotkb:P27344","uniprotkb:P24482","intact-miscore:0.77","YBR278W","YPR175W"
"14583","uniprotkb:P32461","uniprotkb:P14832","intact-miscore:0.40","YKL191W","YDR155C"
"14584","uniprotkb:P32461","uniprotkb:P39106","intact-miscore:0.40","YKL191W","YER001W"
"14585","uniprotkb:P32461","uniprotkb:P39987","intact-miscore:0.56","YKL191W","YEL030W"
"14586","uniprotkb:P32461","uniprotkb:P22803","intact-miscore:0.40","YKL191W","YGR209C"
"14587","uniprotkb:P22217","uniprotkb:P32461","intact-miscore:0.40","YLR043C","YKL191W"
"14588","uniprotkb:P36152","uniprotkb:P07284","intact-miscore:0.44","YKR071C","YDR023W"
"14589","uniprotkb:P39524","uniprotkb:Q04636","intact-miscore:0.40","YAL026C","YML069W"
"14590","uniprotkb:Q12428","uniprotkb:P48510","intact-miscore:0.44","YPR002W","YMR276W"
"14591","uniprotkb:Q08412","uniprotkb:P48510","intact-miscore:0.40","YOR042W","YMR276W"
"14592","uniprotkb:P48510","uniprotkb:P39991","intact-miscore:0.40","YMR276W","YEL025C"
"14593","uniprotkb:P32487","uniprotkb:P48510","intact-miscore:0.44","YNL268W","YMR276W"
"14594","uniprotkb:P53168","uniprotkb:Q03954","intact-miscore:0.40","YGL061C","YDR201W"
"14595","uniprotkb:P25293","uniprotkb:P53168","intact-miscore:0.40","YKR048C","YGL061C"
"14596","uniprotkb:P40513","uniprotkb:P53168","intact-miscore:0.40","YIL070C","YGL061C"
"14597","uniprotkb:P53168","uniprotkb:P36131","intact-miscore:0.59","YGL061C","YKR037C"
"14598","uniprotkb:P53168","uniprotkb:Q12248","intact-miscore:0.76","YGL061C","YDR016C"
"14599","uniprotkb:P36162","uniprotkb:P53168","intact-miscore:0.40","YKR083C","YGL061C"
"14600","uniprotkb:P53911","uniprotkb:Q12432","intact-miscore:0.71","YNL136W","YPR023C"
"14601","uniprotkb:Q06337","uniprotkb:Q12432","intact-miscore:0.67","YDR359C","YPR023C"
"14602","uniprotkb:P38806","uniprotkb:Q12432","intact-miscore:0.74","YHR090C","YPR023C"
"14603","uniprotkb:Q12432","uniprotkb:Q03010","intact-miscore:0.56","YPR023C","YPL139C"
"14604","uniprotkb:Q12432","uniprotkb:Q04779","intact-miscore:0.67","YPR023C","YMR075W"
"14605","uniprotkb:P32561","uniprotkb:Q12432","intact-miscore:0.74","YNL330C","YPR023C"
"14606","uniprotkb:P39995","uniprotkb:P53911","intact-miscore:0.67","YEL018W","YNL136W"
"14607","uniprotkb:P39995","uniprotkb:P53201","intact-miscore:0.74","YEL018W","YGR002C"
"14608","uniprotkb:P38811","uniprotkb:P39995","intact-miscore:0.67","YHR099W","YEL018W"
"14609","uniprotkb:P04912","uniprotkb:P39995","intact-miscore:0.56","YBL003C","YEL018W"
"14610","uniprotkb:P53930","uniprotkb:P39995","intact-miscore:0.69","YNL107W","YEL018W"
"14611","uniprotkb:P38806","uniprotkb:P39995","intact-miscore:0.74","YHR090C","YEL018W"
"14612","uniprotkb:P39995","uniprotkb:Q06337","intact-miscore:0.67","YEL018W","YDR359C"
"14613","uniprotkb:P80428","uniprotkb:P39995","intact-miscore:0.71","YJL081C","YEL018W"
"14614","uniprotkb:P47128","uniprotkb:Q12432","intact-miscore:0.67","YJR082C","YPR023C"
"14615","uniprotkb:P47128","uniprotkb:P80428","intact-miscore:0.67","YJR082C","YJL081C"
"14616","uniprotkb:P47128","uniprotkb:Q06337","intact-miscore:0.67","YJR082C","YDR359C"
"14617","uniprotkb:P47128","uniprotkb:P53930","intact-miscore:0.69","YJR082C","YNL107W"
"14618","uniprotkb:P39995","uniprotkb:P47128","intact-miscore:0.67","YEL018W","YJR082C"
"14619","uniprotkb:P47128","uniprotkb:P53911","intact-miscore:0.67","YJR082C","YNL136W"
"14620","uniprotkb:P04912","uniprotkb:P47128","intact-miscore:0.56","YBL003C","YJR082C"
"14621","uniprotkb:P47128","uniprotkb:P53201","intact-miscore:0.74","YJR082C","YGR002C"
"14622","uniprotkb:P38811","uniprotkb:P47128","intact-miscore:0.67","YHR099W","YJR082C"
"14623","uniprotkb:P25694","uniprotkb:P36041","intact-miscore:0.40","YDL126C","YKL204W"
"14624","uniprotkb:P36041","uniprotkb:P07260","intact-miscore:0.76","YKL204W","YOL139C"
"14625","uniprotkb:Q08119","uniprotkb:P36041","intact-miscore:0.40","YOL017W","YKL204W"
"14626","uniprotkb:Q06407","uniprotkb:P36049","intact-miscore:0.40","YDR379W","YKL172W"
"14627","uniprotkb:Q04311","uniprotkb:P36041","intact-miscore:0.40","YDR049W","YKL204W"
"14628","uniprotkb:P39715","uniprotkb:P39523","intact-miscore:0.44","YAL059W","YMR124W"
"14629","uniprotkb:P53738","uniprotkb:Q04217","intact-miscore:0.40","YNR046W","YMR128W"
"14630","uniprotkb:Q04217","uniprotkb:Q12159","intact-miscore:0.40","YMR128W","YDR381W"
"14631","uniprotkb:P36160","uniprotkb:Q04217","intact-miscore:0.40","YKR081C","YMR128W"
"14632","uniprotkb:Q04217","uniprotkb:Q08746","intact-miscore:0.40","YMR128W","YOR294W"
