protein_id_ensemble,gene_id_ensemble,gene_symbol,QTL_type,percent_variance,p_val,significant_eQTL,Significant_eQTL_rep,Significant_pQTL
ENSMUSP00000047589,ENSMUSG00000039354,Smarcal1,DISTANT,18.19,0.018,1,0,0
ENSMUSP00000071048,ENSMUSG00000054021,Sirt5,LOCAL,68.47,0,1,1,1
ENSMUSP00000117346,ENSMUSG00000021824,Ap3m1,DISTANT,16.5,0.076,1,0,0
ENSMUSP00000097144,ENSMUSG00000069237,C78339,LOCAL,44.41,0,1,1,0
ENSMUSP00000038373,ENSMUSG00000038080,Kdm1b,LOCAL,28.87,0,1,0,0
ENSMUSP00000054990,ENSMUSG00000044231,Nhlrc1,LOCAL,32.06,0,1,1,0
ENSMUSP00000021807,ENSMUSG00000021377,Dek,LOCAL,19.55,0.005,1,0,0
ENSMUSP00000021806,ENSMUSG00000021376,Tpmt,LOCAL,70.07,0,1,1,1
ENSMUSP00000084462,ENSMUSG00000067219,Nipal1,DISTANT,16.62,0.067,1,0,0
ENSMUSP00000093473,ENSMUSG00000021395,Spin1,LOCAL,24.22,0,1,1,0
ENSMUSP00000018909,ENSMUSG00000018765,Fxr2,DISTANT,16.86,0.055,1,0,0
ENSMUSP00000000287,ENSMUSG00000000278,Scpep1,DISTANT,17.61,0.03,1,0,0
ENSMUSP00000021956,ENSMUSG00000021494,Ddx41,LOCAL,18.77,0.01,1,0,0
ENSMUSP00000115392,ENSMUSG00000021496,Pcbd2,LOCAL,37.48,0,1,1,1
ENSMUSP00000051215,ENSMUSG00000025877,Hk3,LOCAL,34.83,0,1,1,1
ENSMUSP00000005452,ENSMUSG00000005320,Fgfr4,LOCAL,19.53,0.005,1,0,0
ENSMUSP00000021948,ENSMUSG00000021492,F12,LOCAL,56.81,0,1,1,1
ENSMUSP00000021940,ENSMUSG00000021484,Lman2,LOCAL,35.3,0,1,1,0
ENSMUSP00000016081,ENSMUSG00000015937,H2afy,LOCAL,24.26,0,1,1,0
ENSMUSP00000022032,ENSMUSG00000021550,2210016F16Rik,LOCAL,25.1,0,1,1,1
ENSMUSP00000021963,ENSMUSG00000021501,Caml,LOCAL,20.31,0.002,1,0,0
ENSMUSP00000054858,ENSMUSG00000044792,Isca1,LOCAL,51.47,0,1,1,0
ENSMUSP00000022038,ENSMUSG00000021555,Naa35,LOCAL,33.51,0,1,1,0
ENSMUSP00000090564,ENSMUSG00000069805,Fbp1,LOCAL,19.69,0.004,1,0,1
ENSMUSP00000021933,ENSMUSG00000021477,Ctsl,LOCAL,26.53,0,1,1,1
ENSMUSP00000021929,ENSMUSG00000021476,Habp4,LOCAL,75.92,0,1,1,1
ENSMUSP00000021990,ENSMUSG00000021518,Ptdss1,LOCAL,27.32,0,1,1,0
ENSMUSP00000095901,ENSMUSG00000035704,Alg8,DISTANT,17.63,0.03,1,0,0
ENSMUSP00000039810,ENSMUSG00000034617,Mtrr,LOCAL,30.19,0,1,1,0
ENSMUSP00000031143,ENSMUSG00000029233,Srd5a3,DISTANT,17.48,0.034,1,0,0
ENSMUSP00000022102,ENSMUSG00000021610,Clptm1l,LOCAL,16.53,0.074,1,1,1
ENSMUSP00000017900,ENSMUSG00000017756,Slc12a7,LOCAL,59.74,0,1,1,1
ENSMUSP00000022057,ENSMUSG00000021573,Tppp,LOCAL,20.97,0.001,1,0,1
ENSMUSP00000022063,ENSMUSG00000021578,Ccdc127,LOCAL,25.21,0,1,1,0
ENSMUSP00000065275,ENSMUSG00000021585,Cast,LOCAL,60.69,0,1,1,1
ENSMUSP00000022082,ENSMUSG00000021591,Glrx,LOCAL,54.95,0,1,1,1
ENSMUSP00000133140,ENSMUSG00000064138,Fam172a,LOCAL,23.64,0,1,0,0
ENSMUSP00000022009,ENSMUSG00000021537,Cetn3,LOCAL,23.72,0,1,0,0
ENSMUSP00000047665,ENSMUSG00000039197,Adk,DISTANT,17.12,0.045,1,0,0
ENSMUSP00000125314,ENSMUSG00000012422,Tmem167,LOCAL,38.12,0,1,1,0
ENSMUSP00000123934,ENSMUSG00000021615,Xrcc4,LOCAL,28.74,0,1,1,0
ENSMUSP00000022218,ENSMUSG00000021707,Dhfr,LOCAL,16.85,0.055,1,0,1
ENSMUSP00000015941,ENSMUSG00000042118,Bhmt2,LOCAL,29.84,0,1,0,0
ENSMUSP00000075526,ENSMUSG00000021704,Mtx3,LOCAL,30.13,0,1,1,1
ENSMUSP00000088964,ENSMUSG00000042082,Arsb,LOCAL,70.47,0,1,1,1
ENSMUSP00000008826,ENSMUSG00000008682,Rpl10,DISTANT,16.74,0.061,1,0,0
ENSMUSP00000038781,ENSMUSG00000042043,Tbca,LOCAL,24.69,0,1,0,1
ENSMUSP00000124033,ENSMUSG00000042015,Wdr41,LOCAL,50.94,0,1,1,1
ENSMUSP00000135956,ENSMUSG00000069324,Gm5096,DISTANT,26.52,0,1,1,0
ENSMUSP00000048373,ENSMUSG00000021666,Gfm2,LOCAL,52.99,0,1,1,1
ENSMUSP00000073161,ENSMUSG00000060739,Nsa2,LOCAL,31.08,0,1,1,0
ENSMUSP00000022169,ENSMUSG00000021665,Hexb,LOCAL,20.83,0.001,1,1,0
ENSMUSP00000136766,ENSMUSG00000021669,Col4a3bp,LOCAL,16.29,0.087,1,0,0
ENSMUSP00000105026,ENSMUSG00000009470,Tnpo1,LOCAL,22.32,0,1,0,0
ENSMUSP00000022153,ENSMUSG00000021650,Ptcd2,LOCAL,24.11,0,1,0,1
ENSMUSP00000062326,ENSMUSG00000041632,Mrps27,LOCAL,39.25,0,1,1,0
ENSMUSP00000022148,ENSMUSG00000021646,Mccc2,LOCAL,16.25,0.092,1,1,0
ENSMUSP00000108763,ENSMUSG00000090145,Ugt1a6b,DISTANT,18.74,0.01,1,0,0
ENSMUSP00000065764,ENSMUSG00000021629,Slc30a5,LOCAL,16.82,0.057,1,0,1
ENSMUSP00000081772,ENSMUSG00000052293,Taf9,LOCAL,19.84,0.003,1,1,0
ENSMUSP00000138108,ENSMUSG00000021639,Gtf2h2,LOCAL,27.12,0,1,1,0
ENSMUSP00000022136,ENSMUSG00000021635,Rad17,LOCAL,24.78,0,1,1,0
ENSMUSP00000072803,ENSMUSG00000089960,Ugt1a1,DISTANT,16.28,0.089,1,0,0
ENSMUSP00000104938,ENSMUSG00000021710,Nln,LOCAL,53.41,0,1,1,1
ENSMUSP00000114406,ENSMUSG00000021711,Trappc13,LOCAL,34.8,0,1,1,0
ENSMUSP00000105010,ENSMUSG00000018322,Tomm34,DISTANT,16.51,0.075,1,0,0
ENSMUSP00000022226,ENSMUSG00000021713,Ppwd1,LOCAL,46.45,0,1,1,0
ENSMUSP00000130532,ENSMUSG00000068184,Ndufaf2,LOCAL,42.01,0,1,1,1
ENSMUSP00000020484,ENSMUSG00000020250,Txnrd1,DISTANT,16.57,0.071,1,0,0
ENSMUSP00000138836,ENSMUSG00000021756,Il6st,LOCAL,22,0,1,1,0
ENSMUSP00000022281,ENSMUSG00000016018,Skiv2l2,LOCAL,28.14,0,1,1,0
ENSMUSP00000035244,ENSMUSG00000042426,Dhx29,LOCAL,25.43,0,1,0,1
ENSMUSP00000052172,ENSMUSG00000047789,Slc38a9,LOCAL,17.69,0.028,1,1,0
ENSMUSP00000088740,ENSMUSG00000042348,Arl15,LOCAL,24.46,0,1,1,0
ENSMUSP00000104864,ENSMUSG00000042364,Snx18,LOCAL,18.77,0.01,1,0,1
ENSMUSP00000022286,ENSMUSG00000021764,Ndufs4,LOCAL,21.44,0.001,1,1,0
ENSMUSP00000024932,ENSMUSG00000024121,Atp6v0c,DISTANT,17.27,0.04,1,0,0
ENSMUSP00000022245,ENSMUSG00000021731,Mrps30,LOCAL,38.66,0,1,1,0
ENSMUSP00000136944,ENSMUSG00000093930,Hmgcs1,LOCAL,20.91,0.001,1,1,1
ENSMUSP00000096753,ENSMUSG00000025453,Nnt,LOCAL,52.9,0,1,1,1
ENSMUSP00000117256,ENSMUSG00000025451,Paip1,LOCAL,20.58,0.002,1,1,0
ENSMUSP00000136011,ENSMUSG00000060579,Fhit,LOCAL,26.99,0,1,1,1
ENSMUSP00000022296,ENSMUSG00000021774,Ube2e1,LOCAL,19.19,0.006,1,1,0
ENSMUSP00000052020,ENSMUSG00000025278,Flnb,LOCAL,19.6,0.004,1,1,1
ENSMUSP00000126464,ENSMUSG00000021751,Acox2,LOCAL,43.46,0,1,1,1
ENSMUSP00000022264,ENSMUSG00000021745,Ptprg,LOCAL,31.44,0,1,1,0
ENSMUSP00000035265,ENSMUSG00000033885,Pxk,LOCAL,28.26,0,1,1,1
ENSMUSP00000079163,ENSMUSG00000012405,Rpl15,LOCAL,49.69,0,1,1,0
ENSMUSP00000065819,ENSMUSG00000053453,Thoc7,LOCAL,25.1,0,1,1,0
ENSMUSP00000026313,ENSMUSG00000025277,Abhd6,DISTANT,16.23,0.093,1,1,0
ENSMUSP00000126464,ENSMUSG00000021751,Acox2,DISTANT,51.92,0,1,1,1
ENSMUSP00000035265,ENSMUSG00000033885,Pxk,DISTANT,31.92,0,1,1,1
ENSMUSP00000022340,ENSMUSG00000021806,Nid2,LOCAL,40.02,0,1,1,0
ENSMUSP00000052020,ENSMUSG00000025278,Flnb,DISTANT,30.98,0,1,1,1
ENSMUSP00000055382,ENSMUSG00000045107,Saysd1,LOCAL,38.78,0,1,1,0
ENSMUSP00000022343,ENSMUSG00000021809,Nudt13,LOCAL,44.96,0,1,1,1
ENSMUSP00000022344,ENSMUSG00000021810,Ecd,LOCAL,45.73,0,1,1,0
ENSMUSP00000047665,ENSMUSG00000039197,Adk,LOCAL,44.98,0,1,1,1
ENSMUSP00000117346,ENSMUSG00000021824,Ap3m1,LOCAL,41.16,0,1,1,0
ENSMUSP00000022341,ENSMUSG00000021807,2700060E02Rik,LOCAL,22.45,0,1,1,0
ENSMUSP00000066035,ENSMUSG00000021814,Anxa7,LOCAL,44.09,0,1,1,0
ENSMUSP00000065743,ENSMUSG00000040774,Cept1,DISTANT,18.58,0.012,1,0,0
ENSMUSP00000044955,ENSMUSG00000033629,Ptplad1,DISTANT,17.06,0.046,1,0,0
ENSMUSP00000026322,ENSMUSG00000025280,Polr3a,LOCAL,46.39,0,1,1,0
ENSMUSP00000023559,ENSMUSG00000022853,Ehhadh,DISTANT,17.84,0.024,1,0,0
ENSMUSP00000022419,ENSMUSG00000021868,Ppif,LOCAL,59.58,0,1,1,1
ENSMUSP00000039361,ENSMUSG00000040818,Dennd6a,LOCAL,20.75,0.001,1,0,0
ENSMUSP00000100021,ENSMUSG00000021870,Slmap,LOCAL,18.15,0.019,1,0,1
ENSMUSP00000022450,ENSMUSG00000040651,D14Abb1e,LOCAL,17.96,0.022,1,1,0
ENSMUSP00000002818,ENSMUSG00000002741,Ykt6,DISTANT,16.32,0.086,1,0,0
ENSMUSP00000065542,ENSMUSG00000015970,Chdh,LOCAL,40.04,0,1,0,0
ENSMUSP00000006697,ENSMUSG00000006522,Itih3,LOCAL,41.91,0,1,1,1
ENSMUSP00000126449,ENSMUSG00000006529,Itih1,LOCAL,26.08,0,1,0,1
ENSMUSP00000046199,ENSMUSG00000042286,Stab1,LOCAL,21.6,0.001,1,0,0
ENSMUSP00000016115,ENSMUSG00000015971,Actr8,LOCAL,25.65,0,1,0,0
ENSMUSP00000050634,ENSMUSG00000058351,Smim4,LOCAL,31.45,0,1,1,0
ENSMUSP00000064153,ENSMUSG00000052395,Rft1,LOCAL,17.37,0.037,1,1,1
ENSMUSP00000047119,ENSMUSG00000042354,Gnl3,LOCAL,21.35,0.001,1,0,0
ENSMUSP00000022469,ENSMUSG00000021910,Nisch,LOCAL,25.61,0,1,1,0
ENSMUSP00000068677,ENSMUSG00000055538,Zcchc24,LOCAL,18.04,0.022,1,0,0
ENSMUSP00000022451,ENSMUSG00000021893,Capn7,LOCAL,25.37,0,1,1,0
ENSMUSP00000114922,ENSMUSG00000021884,Hacl1,LOCAL,30.28,0,1,1,0
ENSMUSP00000136708,ENSMUSG00000021908,Gm6768,DISTANT,72.4,0,1,1,0
ENSMUSP00000124846,ENSMUSG00000022858,Tra2b,DISTANT,17.92,0.023,1,0,0
ENSMUSP00000049548,ENSMUSG00000048222,Mfap1b,DISTANT,20.32,0.002,1,0,0
ENSMUSP00000124047,ENSMUSG00000029221,Slc30a9,DISTANT,16.14,0.097,1,0,0
ENSMUSP00000131566,ENSMUSG00000021911,Parg,LOCAL,25.19,0,1,0,0
ENSMUSP00000022322,ENSMUSG00000021794,Glud1,LOCAL,20.78,0.001,1,1,1
ENSMUSP00000130934,ENSMUSG00000021794,Glud1,LOCAL,20.78,0.001,1,1,0
ENSMUSP00000047880,ENSMUSG00000039233,Tbce,DISTANT,18.47,0.014,1,0,0
ENSMUSP00000057937,ENSMUSG00000030814,Bcl7c,DISTANT,75.01,0,1,1,0
ENSMUSP00000063140,ENSMUSG00000043681,Fam25c,LOCAL,40.22,0,1,1,1
ENSMUSP00000107539,ENSMUSG00000041445,Mmrn2,LOCAL,47.43,0,1,1,0
ENSMUSP00000022517,ENSMUSG00000021947,Cryl1,DISTANT,18.02,0.022,1,0,0
ENSMUSP00000106462,ENSMUSG00000038506,Dcun1d2,DISTANT,17.24,0.042,1,0,0
ENSMUSP00000046212,ENSMUSG00000041028,Ghitm,LOCAL,40.64,0,1,1,1
ENSMUSP00000097872,ENSMUSG00000025558,Dock9,DISTANT,16.37,0.083,1,0,0
ENSMUSP00000022529,ENSMUSG00000021957,Tkt,LOCAL,17.76,0.025,1,0,1
ENSMUSP00000022030,ENSMUSG00000021548,Ccnh,DISTANT,17.38,0.037,1,0,0
ENSMUSP00000100038,ENSMUSG00000028405,Aco1,DISTANT,16.88,0.054,1,0,0
ENSMUSP00000074436,ENSMUSG00000031722,Hp,DISTANT,16.65,0.066,1,0,0
ENSMUSP00000132042,ENSMUSG00000031845,Bcmo1,DISTANT,17.73,0.027,1,0,0
ENSMUSP00000030286,ENSMUSG00000028556,Dock7,DISTANT,16.41,0.081,1,0,0
ENSMUSP00000035263,ENSMUSG00000037824,Tspan14,LOCAL,29.86,0,1,0,0
ENSMUSP00000022317,ENSMUSG00000021792,Fam213a,LOCAL,67.35,0,1,1,1
ENSMUSP00000131966,ENSMUSG00000031858,Mau2,DISTANT,16.6,0.069,1,0,0
ENSMUSP00000044554,ENSMUSG00000037712,Fermt2,LOCAL,40.16,0,1,1,1
ENSMUSP00000042860,ENSMUSG00000037722,Gnpnat1,LOCAL,46.8,0,1,1,1
ENSMUSP00000037583,ENSMUSG00000021248,Tmed10,DISTANT,16.18,0.095,1,0,0
ENSMUSP00000050088,ENSMUSG00000037697,Ddhd1,LOCAL,50.67,0,1,1,0
ENSMUSP00000107448,ENSMUSG00000062014,Gmfb,LOCAL,26.98,0,1,1,1
ENSMUSP00000087405,ENSMUSG00000037580,Gch1,LOCAL,25.77,0,1,1,1
ENSMUSP00000046536,ENSMUSG00000036291,Ap5m1,LOCAL,16.22,0.093,1,0,0
ENSMUSP00000107364,ENSMUSG00000036339,Tmem260,LOCAL,45.16,0,1,1,1
ENSMUSP00000022391,ENSMUSG00000021843,Ktn1,LOCAL,20.41,0.002,1,0,1
ENSMUSP00000121679,ENSMUSG00000036282,Naa30,LOCAL,18.55,0.013,1,0,0
ENSMUSP00000006444,ENSMUSG00000006281,Tep1,LOCAL,22.71,0,1,1,0
ENSMUSP00000043926,ENSMUSG00000021871,Pnp,LOCAL,51.55,0,1,1,1
ENSMUSP00000047720,ENSMUSG00000004561,Mettl17,LOCAL,44.39,0,1,1,0
ENSMUSP00000022803,ENSMUSG00000022193,Psmb5,LOCAL,16.66,0.065,1,0,0
ENSMUSP00000091331,ENSMUSG00000004562,Arhgef40,LOCAL,64.03,0,1,1,1
ENSMUSP00000004673,ENSMUSG00000004558,Ndrg2,LOCAL,25.3,0,1,1,1
ENSMUSP00000023873,ENSMUSG00000023110,Prmt5,LOCAL,18.55,0.013,1,0,0
ENSMUSP00000027464,ENSMUSG00000026248,Mrpl44,DISTANT,18.58,0.012,1,0,0
ENSMUSP00000022815,ENSMUSG00000022204,Ngdn,LOCAL,37.55,0,1,1,0
ENSMUSP00000056026,ENSMUSG00000045691,Thtpa,LOCAL,24.08,0,1,1,1
ENSMUSP00000052654,ENSMUSG00000022325,Pop1,DISTANT,16.84,0.056,1,0,0
ENSMUSP00000113014,ENSMUSG00000022214,Dcaf11,LOCAL,21.9,0,1,1,1
ENSMUSP00000133883,ENSMUSG00000022216,Psme1,LOCAL,17.3,0.04,1,0,0
ENSMUSP00000002397,ENSMUSG00000002326,Gmpr2,LOCAL,48.17,0,1,1,1
ENSMUSP00000038555,ENSMUSG00000040618,Pck2,LOCAL,35.16,0,1,1,1
ENSMUSP00000124258,ENSMUSG00000054509,Parp4,LOCAL,29.66,0,1,1,0
ENSMUSP00000042283,ENSMUSG00000035726,Supt16,LOCAL,19.47,0.005,1,0,0
ENSMUSP00000022828,ENSMUSG00000022217,Emc9,LOCAL,28.79,0,1,1,0
ENSMUSP00000022543,ENSMUSG00000021973,Micu2,LOCAL,34.11,0,1,1,0
ENSMUSP00000042919,ENSMUSG00000040616,Tmem51,DISTANT,17.2,0.043,1,0,0
ENSMUSP00000037030,ENSMUSG00000035469,Rcbtb1,LOCAL,27.05,0,1,1,0
ENSMUSP00000040900,ENSMUSG00000039114,Nrn1,DISTANT,16.98,0.049,1,0,0
ENSMUSP00000022563,ENSMUSG00000021987,Mtmr6,LOCAL,34.32,0,1,1,0
ENSMUSP00000022494,ENSMUSG00000021928,Ebpl,LOCAL,45.05,0,1,1,1
ENSMUSP00000092624,ENSMUSG00000070939,Tgfbrap1,DISTANT,16.41,0.081,1,0,0
ENSMUSP00000022497,ENSMUSG00000021930,Spryd7,LOCAL,26.9,0,1,1,0
ENSMUSP00000022499,ENSMUSG00000021932,Rnaseh2b,LOCAL,36.43,0,1,1,1
ENSMUSP00000069840,ENSMUSG00000021993,Mipep,LOCAL,20.52,0.002,1,1,1
ENSMUSP00000048857,ENSMUSG00000036438,Calm2,DISTANT,16.76,0.06,1,0,0
ENSMUSP00000006235,ENSMUSG00000021939,Ctsb,LOCAL,21.5,0.001,1,1,0
ENSMUSP00000065754,ENSMUSG00000054733,Msra,LOCAL,62.54,0,1,1,1
ENSMUSP00000130722,ENSMUSG00000022370,Mrpl13,DISTANT,16.94,0.052,1,0,0
ENSMUSP00000022616,ENSMUSG00000022037,Clu,LOCAL,27.67,0,1,1,0
ENSMUSP00000045552,ENSMUSG00000021975,Ints9,LOCAL,18.4,0.015,1,1,0
ENSMUSP00000063548,ENSMUSG00000057880,Abat,DISTANT,16.65,0.066,1,0,0
ENSMUSP00000130941,ENSMUSG00000023921,Mut,DISTANT,16.54,0.073,1,0,0
ENSMUSP00000069209,ENSMUSG00000022040,Ephx2,LOCAL,57.89,0,1,1,1
ENSMUSP00000098041,ENSMUSG00000060012,Kif13b,LOCAL,26.17,0,1,0,1
ENSMUSP00000022622,ENSMUSG00000059456,Ptk2b,LOCAL,60.91,0,1,1,1
ENSMUSP00000059894,ENSMUSG00000035078,Mtmr9,LOCAL,29.97,0,1,1,0
ENSMUSP00000022629,ENSMUSG00000022048,Dpysl2,LOCAL,31.52,0,1,1,0
ENSMUSP00000032566,ENSMUSG00000030407,Qpctl,DISTANT,17.36,0.038,1,0,0
ENSMUSP00000022634,ENSMUSG00000022051,Bnip3l,LOCAL,24.14,0,1,0,0
ENSMUSP00000039990,ENSMUSG00000034248,Slc25a37,LOCAL,20.95,0.001,1,1,0
ENSMUSP00000022680,ENSMUSG00000022089,Bin3,LOCAL,17.34,0.038,1,1,0
ENSMUSP00000022682,ENSMUSG00000022091,Sorbs3,LOCAL,20.55,0.002,1,1,0
ENSMUSP00000138944,ENSMUSG00000095463,Entpd4,LOCAL,72.63,0,1,1,1
ENSMUSP00000047700,ENSMUSG00000034190,Chmp7,LOCAL,58.4,0,1,1,1
ENSMUSP00000022218,ENSMUSG00000021707,Dhfr,DISTANT,17.26,0.041,1,0,0
ENSMUSP00000040162,ENSMUSG00000033589,Reep4,LOCAL,17.73,0.027,1,0,0
ENSMUSP00000022693,ENSMUSG00000022098,Bmp1,LOCAL,20.98,0.001,1,0,0
ENSMUSP00000005431,ENSMUSG00000005299,Letm1,DISTANT,16.92,0.052,1,0,0
ENSMUSP00000022704,ENSMUSG00000022108,Itm2b,LOCAL,32.2,0,1,1,0
ENSMUSP00000054526,ENSMUSG00000056025,Clca1,DISTANT,16.16,0.096,1,0,0
ENSMUSP00000131588,ENSMUSG00000022106,Rcbtb2,LOCAL,42.26,0,1,1,0
ENSMUSP00000022573,ENSMUSG00000021996,Esd,LOCAL,21.39,0.001,1,0,1
ENSMUSP00000110091,ENSMUSG00000029836,Cbx3,DISTANT,26.36,0,1,1,0
ENSMUSP00000123765,ENSMUSG00000022110,Sucla2,LOCAL,25.97,0,1,0,0
ENSMUSP00000022705,ENSMUSG00000022109,Med4,LOCAL,18.85,0.009,1,0,0
ENSMUSP00000086363,ENSMUSG00000068015,Lrch1,LOCAL,39.39,0,1,1,0
ENSMUSP00000022576,ENSMUSG00000021999,Cpb2,LOCAL,44.22,0,1,1,1
ENSMUSP00000121201,ENSMUSG00000021998,Lcp1,LOCAL,30.77,0,1,1,1
ENSMUSP00000022082,ENSMUSG00000021591,Glrx,DISTANT,16.66,0.066,1,0,0
ENSMUSP00000106519,ENSMUSG00000060126,Tpt1,LOCAL,19.37,0.005,1,0,0
ENSMUSP00000131459,ENSMUSG00000026227,2810459M11Rik,DISTANT,18.47,0.014,1,0,0
ENSMUSP00000048925,ENSMUSG00000058997,Vwa8,LOCAL,50.51,0,1,1,1
ENSMUSP00000022600,ENSMUSG00000022022,Mtrf1,LOCAL,26.37,0,1,1,0
ENSMUSP00000052942,ENSMUSG00000022024,Sugt1,LOCAL,21.59,0.001,1,1,1
ENSMUSP00000128090,ENSMUSG00000022218,Tgm1,DISTANT,18.04,0.021,1,0,0
ENSMUSP00000109188,ENSMUSG00000075415,Fnbp1,DISTANT,18.44,0.014,1,0,0
ENSMUSP00000126189,ENSMUSG00000022019,Tdrd3,LOCAL,32.85,0,1,1,1
ENSMUSP00000126352,ENSMUSG00000078671,Chd2,DISTANT,17.83,0.024,1,0,0
ENSMUSP00000098802,ENSMUSG00000043131,Mob1a,DISTANT,18.63,0.012,1,0,0
ENSMUSP00000063830,ENSMUSG00000032396,Dis3l,DISTANT,16.73,0.062,1,0,0
ENSMUSP00000097912,ENSMUSG00000075486,Commd6,LOCAL,25.34,0,1,1,0
ENSMUSP00000022721,ENSMUSG00000022125,Cln5,LOCAL,61.76,0,1,1,1
ENSMUSP00000116313,ENSMUSG00000044791,Setd2,DISTANT,16.14,0.098,1,0,0
ENSMUSP00000022715,ENSMUSG00000022119,Rbm26,LOCAL,28.57,0,1,0,0
ENSMUSP00000025815,ENSMUSG00000024878,Cbwd1,DISTANT,17.88,0.024,1,0,0
ENSMUSP00000029845,ENSMUSG00000028194,Ddah1,DISTANT,16.66,0.066,1,0,0
ENSMUSP00000070721,ENSMUSG00000025162,Csnk1d,DISTANT,21.52,0.001,1,0,0
ENSMUSP00000022728,ENSMUSG00000022131,Gpr180,LOCAL,28.87,0,1,1,1
ENSMUSP00000135483,ENSMUSG00000025940,Tmem70,DISTANT,16.66,0.066,1,0,0
ENSMUSP00000022734,ENSMUSG00000022136,Dnajc3,LOCAL,18.35,0.016,1,0,0
ENSMUSP00000026624,ENSMUSG00000025544,Tm9sf2,LOCAL,20.45,0.002,1,0,0
ENSMUSP00000085763,ENSMUSG00000022139,Mbnl2,LOCAL,38.61,0,1,1,0
ENSMUSP00000118923,ENSMUSG00000051615,Rap2a,LOCAL,32.51,0,1,1,0
ENSMUSP00000026625,ENSMUSG00000025545,Clybl,LOCAL,30.53,0,1,0,1
ENSMUSP00000026635,ENSMUSG00000025555,Farp1,LOCAL,28.36,0,1,1,1
ENSMUSP00000037278,ENSMUSG00000041625,Ggact,LOCAL,37.98,0,1,1,1
ENSMUSP00000038763,ENSMUSG00000041650,Pcca,LOCAL,19.33,0.005,1,1,0
ENSMUSP00000001974,ENSMUSG00000001909,Trmt1,DISTANT,18.78,0.01,1,0,0
ENSMUSP00000030404,ENSMUSG00000028651,Ppie,DISTANT,16.53,0.074,1,0,0
ENSMUSP00000043245,ENSMUSG00000041765,Ubac2,LOCAL,31.95,0,1,1,0
ENSMUSP00000106318,ENSMUSG00000022186,Oxct1,LOCAL,16.36,0.083,1,1,0
ENSMUSP00000038476,ENSMUSG00000041935,AW549877,LOCAL,23.04,0,1,0,0
ENSMUSP00000124417,ENSMUSG00000022181,C6,LOCAL,41.42,0,1,1,1
ENSMUSP00000022791,ENSMUSG00000022184,Fbxo4,LOCAL,34.07,0,1,1,1
ENSMUSP00000112833,ENSMUSG00000041849,Card6,LOCAL,26.76,0,1,1,1
ENSMUSP00000022749,ENSMUSG00000022149,C9,LOCAL,24.64,0,1,1,1
ENSMUSP00000062214,ENSMUSG00000036892,Prodh2,DISTANT,16.22,0.093,1,0,0
ENSMUSP00000087858,ENSMUSG00000039704,Lmbrd2,LOCAL,35.69,0,1,1,1
ENSMUSP00000106171,ENSMUSG00000089678,Agxt2,LOCAL,20.17,0.002,1,1,1
ENSMUSP00000022861,ENSMUSG00000072664,Ugt3a1,LOCAL,33.54,0,1,1,1
ENSMUSP00000087815,ENSMUSG00000022246,Rai14,LOCAL,32.07,0,1,1,1
ENSMUSP00000116865,ENSMUSG00000044224,Dnajc21,LOCAL,40.31,0,1,1,1
ENSMUSP00000027153,ENSMUSG00000026003,Acadl,DISTANT,16.19,0.094,1,0,0
ENSMUSP00000072236,ENSMUSG00000049152,Ugt3a2,LOCAL,80.12,0,1,1,1
ENSMUSP00000022849,ENSMUSG00000022241,Tars,LOCAL,17.62,0.03,1,1,1
ENSMUSP00000064545,ENSMUSG00000055044,Pdlim1,DISTANT,16.77,0.059,1,0,0
ENSMUSP00000096510,ENSMUSG00000074457,S100a16,DISTANT,17.16,0.044,1,0,0
ENSMUSP00000079380,ENSMUSG00000001847,Rac1,DISTANT,16.3,0.087,1,0,0
ENSMUSP00000022855,ENSMUSG00000022247,Brix1,LOCAL,22.4,0,1,1,0
ENSMUSP00000033737,ENSMUSG00000031371,Haus7,DISTANT,16.4,0.081,1,0,0
ENSMUSP00000028963,ENSMUSG00000027465,Tbc1d20,DISTANT,17.14,0.045,1,0,0
ENSMUSP00000022816,ENSMUSG00000022205,Sub1,LOCAL,53.76,0,1,1,1
ENSMUSP00000041227,ENSMUSG00000039458,Mtmr12,LOCAL,26.73,0,1,0,0
ENSMUSP00000066915,ENSMUSG00000022244,Amacr,LOCAL,30.12,0,1,1,1
ENSMUSP00000101023,ENSMUSG00000032763,Ilvbl,DISTANT,18.7,0.011,1,0,0
ENSMUSP00000030583,ENSMUSG00000028792,Ak2,DISTANT,16.32,0.086,1,0,0
ENSMUSP00000029588,ENSMUSG00000027968,Larp7,DISTANT,16.12,0.1,1,0,0
ENSMUSP00000057893,ENSMUSG00000046034,Fam105b,LOCAL,32.02,0,1,1,1
ENSMUSP00000087714,ENSMUSG00000022263,Trio,LOCAL,25,0,1,0,0
ENSMUSP00000069751,ENSMUSG00000022262,Dnah5,LOCAL,54.49,0,1,1,0
ENSMUSP00000047186,ENSMUSG00000039168,Dap,LOCAL,40.52,0,1,1,0
ENSMUSP00000039094,ENSMUSG00000039065,Fam173b,LOCAL,49.32,0,1,1,1
ENSMUSP00000070314,ENSMUSG00000022235,Cmbl,LOCAL,19.91,0.003,1,1,1
ENSMUSP00000022946,ENSMUSG00000022323,Hrsp12,LOCAL,24.04,0,1,0,0
ENSMUSP00000022871,ENSMUSG00000022261,Sdc2,LOCAL,61.48,0,1,1,1
